STATION,DATE,SOURCE,LATITUDE,LONGITUDE,ELEVATION,NAME,REPORT_TYPE,CALL_SIGN,QUALITY_CONTROL,WND,CIG,VIS,TMP,DEW,SLP
01466099999,2024-07-29T09:00:00,4,59.9666666,11.0333333,109,"KJELLER AIRPORT, NO",FM-12,99999,V020,"999,9,9,9999,9","99999,9,9,N","999999,9,9,9","+9999,9","+9999,9","99999,9"
01466099999,2024-07-29T12:00:00,4,59.9666666,11.0333333,109,"KJELLER AIRPORT, NO",FM-12,99999,V020,"999,9,9,9999,9","99999,9,9,9","999999,9,9,9","+9999,9","+9999,9","99999,9"
01466099999,2024-07-29T15:00:00,4,59.9666666,11.0333333,109,"KJELLER AIRPORT, NO",FM-12,99999,V020,"999,9,9,9999,9","99999,9,9,N","999999,9,9,9","+9999,9","+9999,9","99999,9"
01466099999,2024-07-29T21:00:00,4,59.9666666,11.0333333,109,"KJELLER AIRPORT, NO",FM-12,99999,V020,"999,9,9,9999,9","99999,9,9,N","999999,9,9,9","+9999,9","+9999,9","99999,9"
01466099999,2024-07-30T03:00:00,4,59.9666666,11.0333333,109,"KJELLER AIRPORT, NO",FM-12,99999,V020,"999,9,9,9999,9","99999,9,9,N","999999,9,9,9","+9999,9","+9999,9","99999,9"
01466099999,2024-07-30T09:00:00,4,59.9666666,11.0333333,109,"KJELLER AIRPORT, NO",FM-12,99999,V020,"999,9,9,9999,9","99999,9,9,N","999999,9,9,9","+9999,9","+9999,9","99999,9"
01466099999,2024-07-30T15:00:00,4,59.9666666,11.0333333,109,"KJELLER AIRPORT, NO",FM-12,99999,V020,"999,9,9,9999,9","99999,9,9,N","999999,9,9,9","+9999,9","+9999,9","99999,9"
01466099999,2024-07-30T21:00:00,4,59.9666666,11.0333333,109,"KJELLER AIRPORT, NO",FM-12,99999,V020,"999,9,9,9999,9","99999,9,9,N","999999,9,9,9","+9999,9","+9999,9","99999,9"
01466099999,2024-07-31T03:00:00,4,59.9666666,11.0333333,109,"KJELLER AIRPORT, NO",FM-12,99999,V020,"999,9,9,9999,9","99999,9,9,N","999999,9,9,9","+9999,9","+9999,9","99999,9"
01466099999,2024-07-31T09:00:00,4,59.9666666,11.0333333,109,"KJELLER AIRPORT, NO",FM-12,99999,V020,"999,9,9,9999,9","99999,9,9,N","999999,9,9,9","+9999,9","+9999,9","99999,9"
01466099999,2024-07-31T15:00:00,4,59.9666666,11.0333333,109,"KJELLER AIRPORT, NO",FM-12,99999,V020,"999,9,9,9999,9","99999,9,9,N","999999,9,9,9","+9999,9","+9999,9","99999,9"
01466099999,2024-08-01T03:00:00,4,59.9666666,11.0333333,109,"KJELLER AIRPORT, NO",FM-12,99999,V020,"999,9,9,9999,9","99999,9,9,N","999999,9,9,9","+9999,9","+9999,9","99999,9"
01466099999,2024-08-01T09:00:00,4,59.9666666,11.0333333,109,"KJELLER AIRPORT, NO",FM-12,99999,V020,"999,9,9,9999,9","99999,9,9,N","999999,9,9,9","+9999,9","+9999,9","99999,9"
01466099999,2024-08-01T15:00:00,4,59.9666666,11.0333333,109,"KJELLER AIRPORT, NO",FM-12,99999,V020,"999,9,9,9999,9","99999,9,9,N","999999,9,9,9","+9999,9","+9999,9","99999,9"
01466099999,2024-08-01T21:00:00,4,59.9666666,11.0333333,109,"KJELLER AIRPORT, NO",FM-12,99999,V020,"999,9,9,9999,9","99999,9,9,N","999999,9,9,9","+9999,9","+9999,9","99999,9"
01466099999,2024-08-02T03:00:00,4,59.9666666,11.0333333,109,"KJELLER AIRPORT, NO",FM-12,99999,V020,"999,9,9,9999,9","99999,9,9,N","999999,9,9,9","+9999,9","+9999,9","99999,9"
01466099999,2024-08-02T09:00:00,4,59.9666666,11.0333333,109,"KJELLER AIRPORT, NO",FM-12,99999,V020,"999,9,9,9999,9","99999,9,9,N","999999,9,9,9","+9999,9","+9999,9","99999,9"
01466099999,2024-08-02T15:00:00,4,59.9666666,11.0333333,109,"KJELLER AIRPORT, NO",FM-12,99999,V020,"999,9,9,9999,9","99999,9,9,N","999999,9,9,9","+9999,9","+9999,9","99999,9"
01466099999,2024-08-02T21:00:00,4,59.9666666,11.0333333,109,"KJELLER AIRPORT, NO",FM-12,99999,V020,"999,9,9,9999,9","99999,9,9,N","999999,9,9,9","+9999,9","+9999,9","99999,9"
01466099999,2024-08-03T03:00:00,4,59.9666666,11.0333333,109,"KJELLER AIRPORT, NO",FM-12,99999,V020,"999,9,9,9999,9","99999,9,9,N","999999,9,9,9","+9999,9","+9999,9","99999,9"
01466099999,2024-08-03T09:00:00,4,59.9666666,11.0333333,109,"KJELLER AIRPORT, NO",FM-12,99999,V020,"999,9,9,9999,9","99999,9,9,N","999999,9,9,9","+9999,9","+9999,9","99999,9"
01466099999,2024-08-03T15:00:00,4,59.9666666,11.0333333,109,"KJELLER AIRPORT, NO",FM-12,99999,V020,"999,9,9,9999,9","99999,9,9,N","999999,9,9,9","+9999,9","+9999,9","99999,9"
01466099999,2024-08-04T03:00:00,4,59.9666666,11.0333333,109,"KJELLER AIRPORT, NO",FM-12,99999,V020,"999,9,9,9999,9","99999,9,9,N","999999,9,9,9","+9999,9","+9999,9","99999,9"
01466099999,2024-08-04T09:00:00,4,59.9666666,11.0333333,109,"KJELLER AIRPORT, NO",FM-12,99999,V020,"999,9,9,9999,9","99999,9,9,N","999999,9,9,9","+9999,9","+9999,9","99999,9"
01466099999,2024-08-04T15:00:00,4,59.9666666,11.0333333,109,"KJELLER AIRPORT, NO",FM-12,99999,V020,"999,9,9,9999,9","99999,9,9,N","999999,9,9,9","+9999,9","+9999,9","99999,9"
01466099999,2024-08-04T21:00:00,4,59.9666666,11.0333333,109,"KJELLER AIRPORT, NO",FM-12,99999,V020,"999,9,9,9999,9","99999,9,9,N","999999,9,9,9","+9999,9","+9999,9","99999,9"
01466099999,2024-08-05T03:00:00,4,59.9666666,11.0333333,109,"KJELLER AIRPORT, NO",FM-12,99999,V020,"999,9,9,9999,9","99999,9,9,N","999999,9,9,9","+9999,9","+9999,9","99999,9"
01466099999,2024-08-05T09:00:00,4,59.9666666,11.0333333,109,"KJELLER AIRPORT, NO",FM-12,99999,V020,"999,9,9,9999,9","99999,9,9,N","999999,9,9,9","+9999,9","+9999,9","99999,9"
01466099999,2024-08-05T11:00:00,4,59.9666666,11.0333333,109,"KJELLER AIRPORT, NO",FM-12,99999,V020,"999,9,9,9999,9","99999,9,9,9","999999,9,9,9","+9999,9","+9999,9","99999,9"
01466099999,2024-08-05T15:00:00,4,59.9666666,11.0333333,109,"KJELLER AIRPORT, NO",FM-12,99999,V020,"999,9,9,9999,9","99999,9,9,N","999999,9,9,9","+9999,9","+9999,9","99999,9"
01466099999,2024-08-05T21:00:00,4,59.9666666,11.0333333,109,"KJELLER AIRPORT, NO",FM-12,99999,V020,"999,9,9,9999,9","99999,9,9,N","999999,9,9,9","+9999,9","+9999,9","99999,9"
01466099999,2024-08-06T03:00:00,4,59.9666666,11.0333333,109,"KJELLER AIRPORT, NO",FM-12,99999,V020,"999,9,9,9999,9","99999,9,9,N","999999,9,9,9","+9999,9","+9999,9","99999,9"
01466099999,2024-08-06T09:00:00,4,59.9666666,11.0333333,109,"KJELLER AIRPORT, NO",FM-12,99999,V020,"999,9,9,9999,9","99999,9,9,N","999999,9,9,9","+9999,9","+9999,9","99999,9"
01466099999,2024-08-06T15:00:00,4,59.9666666,11.0333333,109,"KJELLER AIRPORT, NO",FM-12,99999,V020,"999,9,9,9999,9","99999,9,9,N","999999,9,9,9","+9999,9","+9999,9","99999,9"
01466099999,2024-08-06T21:00:00,4,59.9666666,11.0333333,109,"KJELLER AIRPORT, NO",FM-12,99999,V020,"999,9,9,9999,9","99999,9,9,N","999999,9,9,9","+9999,9","+9999,9","99999,9"
01466099999,2024-08-07T03:00:00,4,59.9666666,11.0333333,109,"KJELLER AIRPORT, NO",FM-12,99999,V020,"999,9,9,9999,9","99999,9,9,N","999999,9,9,9","+9999,9","+9999,9","99999,9"
01466099999,2024-08-07T09:00:00,4,59.9666666,11.0333333,109,"KJELLER AIRPORT, NO",FM-12,99999,V020,"999,9,9,9999,9","99999,9,9,N","999999,9,9,9","+9999,9","+9999,9","99999,9"
01466099999,2024-08-07T15:00:00,4,59.9666666,11.0333333,109,"KJELLER AIRPORT, NO",FM-12,99999,V020,"999,9,9,9999,9","99999,9,9,N","999999,9,9,9","+9999,9","+9999,9","99999,9"
01466099999,2024-08-07T21:00:00,4,59.9666666,11.0333333,109,"KJELLER AIRPORT, NO",FM-12,99999,V020,"999,9,9,9999,9","99999,9,9,N","999999,9,9,9","+9999,9","+9999,9","99999,9"
01466099999,2024-08-08T03:00:00,4,59.9666666,11.0333333,109,"KJELLER AIRPORT, NO",FM-12,99999,V020,"999,9,9,9999,9","99999,9,9,N","999999,9,9,9","+9999,9","+9999,9","99999,9"
01466099999,2024-08-08T09:00:00,4,59.9666666,11.0333333,109,"KJELLER AIRPORT, NO",FM-12,99999,V020,"999,9,9,9999,9","99999,9,9,N","999999,9,9,9","+9999,9","+9999,9","99999,9"
01466099999,2024-08-08T15:00:00,4,59.9666666,11.0333333,109,"KJELLER AIRPORT, NO",FM-12,99999,V020,"999,9,9,9999,9","99999,9,9,N","999999,9,9,9","+9999,9","+9999,9","99999,9"
01466099999,2024-08-08T21:00:00,4,59.9666666,11.0333333,109,"KJELLER AIRPORT, NO",FM-12,99999,V020,"999,9,9,9999,9","99999,9,9,N","999999,9,9,9","+9999,9","+9999,9","99999,9"
01466099999,2024-08-09T03:00:00,4,59.9666666,11.0333333,109,"KJELLER AIRPORT, NO",FM-12,99999,V020,"999,9,9,9999,9","99999,9,9,N","999999,9,9,9","+9999,9","+9999,9","99999,9"
01466099999,2024-08-09T09:00:00,4,59.9666666,11.0333333,109,"KJELLER AIRPORT, NO",FM-12,99999,V020,"999,9,9,9999,9","99999,9,9,N","999999,9,9,9","+9999,9","+9999,9","99999,9"
01466099999,2024-08-09T15:00:00,4,59.9666666,11.0333333,109,"KJELLER AIRPORT, NO",FM-12,99999,V020,"999,9,9,9999,9","99999,9,9,N","999999,9,9,9","+9999,9","+9999,9","99999,9"
01466099999,2024-08-09T21:00:00,4,59.9666666,11.0333333,109,"KJELLER AIRPORT, NO",FM-12,99999,V020,"999,9,9,9999,9","99999,9,9,N","999999,9,9,9","+9999,9","+9999,9","99999,9"
01466099999,2024-08-10T03:00:00,4,59.9666666,11.0333333,109,"KJELLER AIRPORT, NO",FM-12,99999,V020,"999,9,9,9999,9","99999,9,9,N","999999,9,9,9","+9999,9","+9999,9","99999,9"
01466099999,2024-08-10T09:00:00,4,59.9666666,11.0333333,109,"KJELLER AIRPORT, NO",FM-12,99999,V020,"999,9,9,9999,9","99999,9,9,N","999999,9,9,9","+9999,9","+9999,9","99999,9"
01466099999,2024-08-10T15:00:00,4,59.9666666,11.0333333,109,"KJELLER AIRPORT, NO",FM-12,99999,V020,"999,9,9,9999,9","99999,9,9,N","999999,9,9,9","+9999,9","+9999,9","99999,9"
01466099999,2024-08-10T21:00:00,4,59.9666666,11.0333333,109,"KJELLER AIRPORT, NO",FM-12,99999,V020,"999,9,9,9999,9","99999,9,9,N","999999,9,9,9","+9999,9","+9999,9","99999,9"
01466099999,2024-08-11T03:00:00,4,59.9666666,11.0333333,109,"KJELLER AIRPORT, NO",FM-12,99999,V020,"999,9,9,9999,9","99999,9,9,N","999999,9,9,9","+9999,9","+9999,9","99999,9"
01466099999,2024-08-11T09:00:00,4,59.9666666,11.0333333,109,"KJELLER AIRPORT, NO",FM-12,99999,V020,"999,9,9,9999,9","99999,9,9,N","999999,9,9,9","+9999,9","+9999,9","99999,9"
01466099999,2024-08-11T15:00:00,4,59.9666666,11.0333333,109,"KJELLER AIRPORT, NO",FM-12,99999,V020,"999,9,9,9999,9","99999,9,9,N","999999,9,9,9","+9999,9","+9999,9","99999,9"
01466099999,2024-08-13T03:00:00,4,59.9666666,11.0333333,109,"KJELLER AIRPORT, NO",FM-12,99999,V020,"999,9,9,9999,9","99999,9,9,N","999999,9,9,9","+9999,9","+9999,9","99999,9"
01466099999,2024-08-13T09:00:00,4,59.9666666,11.0333333,109,"KJELLER AIRPORT, NO",FM-12,99999,V020,"999,9,9,9999,9","99999,9,9,N","999999,9,9,9","+9999,9","+9999,9","99999,9"
01466099999,2024-08-13T15:00:00,4,59.9666666,11.0333333,109,"KJELLER AIRPORT, NO",FM-12,99999,V020,"999,9,9,9999,9","99999,9,9,N","999999,9,9,9","+9999,9","+9999,9","99999,9"
01466099999,2024-08-13T21:00:00,4,59.9666666,11.0333333,109,"KJELLER AIRPORT, NO",FM-12,99999,V020,"999,9,9,9999,9","99999,9,9,N","999999,9,9,9","+9999,9","+9999,9","99999,9"
01466099999,2024-08-14T03:00:00,4,59.9666666,11.0333333,109,"KJELLER AIRPORT, NO",FM-12,99999,V020,"999,9,9,9999,9","99999,9,9,N","999999,9,9,9","+9999,9","+9999,9","99999,9"
01466099999,2024-08-14T09:00:00,4,59.9666666,11.0333333,109,"KJELLER AIRPORT, NO",FM-12,99999,V020,"999,9,9,9999,9","99999,9,9,N","999999,9,9,9","+9999,9","+9999,9","99999,9"
01466099999,2024-08-14T15:00:00,4,59.9666666,11.0333333,109,"KJELLER AIRPORT, NO",FM-12,99999,V020,"999,9,9,9999,9","99999,9,9,N","999999,9,9,9","+9999,9","+9999,9","99999,9"
01466099999,2024-08-14T21:00:00,4,59.9666666,11.0333333,109,"KJELLER AIRPORT, NO",FM-12,99999,V020,"999,9,9,9999,9","99999,9,9,N","999999,9,9,9","+9999,9","+9999,9","99999,9"
01466099999,2024-08-15T03:00:00,4,59.9666666,11.0333333,109,"KJELLER AIRPORT, NO",FM-12,99999,V020,"999,9,9,9999,9","99999,9,9,N","999999,9,9,9","+9999,9","+9999,9","99999,9"
01466099999,2024-08-15T09:00:00,4,59.9666666,11.0333333,109,"KJELLER AIRPORT, NO",FM-12,99999,V020,"999,9,9,9999,9","99999,9,9,N","999999,9,9,9","+9999,9","+9999,9","99999,9"
01466099999,2024-08-15T15:00:00,4,59.9666666,11.0333333,109,"KJELLER AIRPORT, NO",FM-12,99999,V020,"999,9,9,9999,9","99999,9,9,N","999999,9,9,9","+9999,9","+9999,9","99999,9"
01466099999,2024-08-15T21:00:00,4,59.9666666,11.0333333,109,"KJELLER AIRPORT, NO",FM-12,99999,V020,"999,9,9,9999,9","99999,9,9,N","999999,9,9,9","+9999,9","+9999,9","99999,9"
01466099999,2024-08-16T03:00:00,4,59.9666666,11.0333333,109,"KJELLER AIRPORT, NO",FM-12,99999,V020,"999,9,9,9999,9","99999,9,9,N","999999,9,9,9","+9999,9","+9999,9","99999,9"
01466099999,2024-08-16T09:00:00,4,59.9666666,11.0333333,109,"KJELLER AIRPORT, NO",FM-12,99999,V020,"999,9,9,9999,9","99999,9,9,N","999999,9,9,9","+9999,9","+9999,9","99999,9"
01466099999,2024-08-16T15:00:00,4,59.9666666,11.0333333,109,"KJELLER AIRPORT, NO",FM-12,99999,V020,"999,9,9,9999,9","99999,9,9,N","999999,9,9,9","+9999,9","+9999,9","99999,9"
01466099999,2024-08-16T21:00:00,4,59.9666666,11.0333333,109,"KJELLER AIRPORT, NO",FM-12,99999,V020,"999,9,9,9999,9","99999,9,9,N","999999,9,9,9","+9999,9","+9999,9","99999,9"
01466099999,2024-08-17T03:00:00,4,59.9666666,11.0333333,109,"KJELLER AIRPORT, NO",FM-12,99999,V020,"999,9,9,9999,9","99999,9,9,N","999999,9,9,9","+9999,9","+9999,9","99999,9"
01466099999,2024-08-17T09:00:00,4,59.9666666,11.0333333,109,"KJELLER AIRPORT, NO",FM-12,99999,V020,"999,9,9,9999,9","99999,9,9,N","999999,9,9,9","+9999,9","+9999,9","99999,9"
01466099999,2024-08-17T15:00:00,4,59.9666666,11.0333333,109,"KJELLER AIRPORT, NO",FM-12,99999,V020,"999,9,9,9999,9","99999,9,9,N","999999,9,9,9","+9999,9","+9999,9","99999,9"
01466099999,2024-08-17T21:00:00,4,59.9666666,11.0333333,109,"KJELLER AIRPORT, NO",FM-12,99999,V020,"999,9,9,9999,9","99999,9,9,N","999999,9,9,9","+9999,9","+9999,9","99999,9"
01466099999,2024-08-18T03:00:00,4,59.9666666,11.0333333,109,"KJELLER AIRPORT, NO",FM-12,99999,V020,"999,9,9,9999,9","99999,9,9,N","999999,9,9,9","+9999,9","+9999,9","99999,9"
01466099999,2024-08-18T09:00:00,4,59.9666666,11.0333333,109,"KJELLER AIRPORT, NO",FM-12,99999,V020,"999,9,9,9999,9","99999,9,9,N","999999,9,9,9","+9999,9","+9999,9","99999,9"
01466099999,2024-08-18T15:00:00,4,59.9666666,11.0333333,109,"KJELLER AIRPORT, NO",FM-12,99999,V020,"999,9,9,9999,9","99999,9,9,N","999999,9,9,9","+9999,9","+9999,9","99999,9"
01466099999,2024-08-18T21:00:00,4,59.9666666,11.0333333,109,"KJELLER AIRPORT, NO",FM-12,99999,V020,"999,9,9,9999,9","99999,9,9,N","999999,9,9,9","+9999,9","+9999,9","99999,9"
01466099999,2024-08-19T03:00:00,4,59.9666666,11.0333333,109,"KJELLER AIRPORT, NO",FM-12,99999,V020,"999,9,9,9999,9","99999,9,9,N","999999,9,9,9","+9999,9","+9999,9","99999,9"
01466099999,2024-08-19T09:00:00,4,59.9666666,11.0333333,109,"KJELLER AIRPORT, NO",FM-12,99999,V020,"999,9,9,9999,9","99999,9,9,N","999999,9,9,9","+9999,9","+9999,9","99999,9"
01466099999,2024-08-19T15:00:00,4,59.9666666,11.0333333,109,"KJELLER AIRPORT, NO",FM-12,99999,V020,"999,9,9,9999,9","99999,9,9,N","999999,9,9,9","+9999,9","+9999,9","99999,9"
01466099999,2024-08-19T21:00:00,4,59.9666666,11.0333333,109,"KJELLER AIRPORT, NO",FM-12,99999,V020,"999,9,9,9999,9","99999,9,9,N","999999,9,9,9","+9999,9","+9999,9","99999,9"
01466099999,2024-08-20T09:00:00,4,59.9666666,11.0333333,109,"KJELLER AIRPORT, NO",FM-12,99999,V020,"999,9,9,9999,9","99999,9,9,N","999999,9,9,9","+9999,9","+9999,9","99999,9"
01466099999,2024-08-20T15:00:00,4,59.9666666,11.0333333,109,"KJELLER AIRPORT, NO",FM-12,99999,V020,"999,9,9,9999,9","99999,9,9,N","999999,9,9,9","+9999,9","+9999,9","99999,9"
01466099999,2024-08-20T21:00:00,4,59.9666666,11.0333333,109,"KJELLER AIRPORT, NO",FM-12,99999,V020,"999,9,9,9999,9","99999,9,9,N","999999,9,9,9","+9999,9","+9999,9","99999,9"
01466099999,2024-08-21T03:00:00,4,59.9666666,11.0333333,109,"KJELLER AIRPORT, NO",FM-12,99999,V020,"999,9,9,9999,9","99999,9,9,N","999999,9,9,9","+9999,9","+9999,9","99999,9"
01466099999,2024-08-21T09:00:00,4,59.9666666,11.0333333,109,"KJELLER AIRPORT, NO",FM-12,99999,V020,"999,9,9,9999,9","99999,9,9,N","999999,9,9,9","+9999,9","+9999,9","99999,9"
01466099999,2024-08-21T15:00:00,4,59.9666666,11.0333333,109,"KJELLER AIRPORT, NO",FM-12,99999,V020,"999,9,9,9999,9","99999,9,9,N","999999,9,9,9","+9999,9","+9999,9","99999,9"
01466099999,2024-08-21T21:00:00,4,59.9666666,11.0333333,109,"KJELLER AIRPORT, NO",FM-12,99999,V020,"999,9,9,9999,9","99999,9,9,N","999999,9,9,9","+9999,9","+9999,9","99999,9"
01466099999,2024-08-22T03:00:00,4,59.9666666,11.0333333,109,"KJELLER AIRPORT, NO",FM-12,99999,V020,"999,9,9,9999,9","99999,9,9,N","999999,9,9,9","+9999,9","+9999,9","99999,9"
01466099999,2024-08-22T09:00:00,4,59.9666666,11.0333333,109,"KJELLER AIRPORT, NO",FM-12,99999,V020,"999,9,9,9999,9","99999,9,9,N","999999,9,9,9","+9999,9","+9999,9","99999,9"
01466099999,2024-08-22T15:00:00,4,59.9666666,11.0333333,109,"KJELLER AIRPORT, NO",FM-12,99999,V020,"999,9,9,9999,9","99999,9,9,N","999999,9,9,9","+9999,9","+9999,9","99999,9"
01466099999,2024-08-22T21:00:00,4,59.9666666,11.0333333,109,"KJELLER AIRPORT, NO",FM-12,99999,V020,"999,9,9,9999,9","99999,9,9,N","999999,9,9,9","+9999,9","+9999,9","99999,9"
01466099999,2024-08-23T03:00:00,4,59.9666666,11.0333333,109,"KJELLER AIRPORT, NO",FM-12,99999,V020,"999,9,9,9999,9","99999,9,9,N","999999,9,9,9","+9999,9","+9999,9","99999,9"
01466099999,2024-08-23T09:00:00,4,59.9666666,11.0333333,109,"KJELLER AIRPORT, NO",FM-12,99999,V020,"999,9,9,9999,9","99999,9,9,N","999999,9,9,9","+9999,9","+9999,9","99999,9"
01466099999,2024-08-23T15:00:00,4,59.9666666,11.0333333,109,"KJELLER AIRPORT, NO",FM-12,99999,V020,"999,9,9,9999,9","99999,9,9,N","999999,9,9,9","+9999,9","+9999,9","99999,9"
01466099999,2024-08-23T21:00:00,4,59.9666666,11.0333333,109,"KJELLER AIRPORT, NO",FM-12,99999,V020,"999,9,9,9999,9","99999,9,9,N","999999,9,9,9","+9999,9","+9999,9","99999,9"
01466099999,2024-08-24T03:00:00,4,59.9666666,11.0333333,109,"KJELLER AIRPORT, NO",FM-12,99999,V020,"999,9,9,9999,9","99999,9,9,N","999999,9,9,9","+9999,9","+9999,9","99999,9"
01466099999,2024-08-24T09:00:00,4,59.9666666,11.0333333,109,"KJELLER AIRPORT, NO",FM-12,99999,V020,"999,9,9,9999,9","99999,9,9,N","999999,9,9,9","+9999,9","+9999,9","99999,9"
01466099999,2024-08-24T15:00:00,4,59.9666666,11.0333333,109,"KJELLER AIRPORT, NO",FM-12,99999,V020,"999,9,9,9999,9","99999,9,9,N","999999,9,9,9","+9999,9","+9999,9","99999,9"
01466099999,2024-08-24T21:00:00,4,59.9666666,11.0333333,109,"KJELLER AIRPORT, NO",FM-12,99999,V020,"999,9,9,9999,9","99999,9,9,N","999999,9,9,9","+9999,9","+9999,9","99999,9"
