DATE,TIME,LATITUDE,LONGITUDE,ELEVATION,NAME,REPORT_TYPE,CALL_SIGN,SLP,WND,,,,,CIG,VIS,TMP,DEW
1/1/2024,3:00:00,59.9666666,11.0333333,109,"KJELLER AIRPORT, NO",FM-12,99999,10118.00,40,1,N,60,1,"99999,9,9,N","999999,9,9,9","-0046,1","-0053,1"
1/1/2024,9:00:00,59.9666666,11.0333333,109,"KJELLER AIRPORT, NO",FM-12,99999,10133.00,20,1,N,60,1,"99999,9,9,N","999999,9,9,9","-0058,1","-0068,1"
1/1/2024,15:00:00,59.9666666,11.0333333,109,"KJELLER AIRPORT, NO",FM-12,99999,10139.00,40,1,N,60,1,"99999,9,9,N","999999,9,9,9","-0051,1","-0061,1"
1/1/2024,21:00:00,59.9666666,11.0333333,109,"KJELLER AIRPORT, NO",FM-12,99999,10156.00,30,1,N,50,1,"99999,9,9,N","999999,9,9,9","-0050,1","-0068,1"
1/2/2024,3:00:00,59.9666666,11.0333333,109,"KJELLER AIRPORT, NO",FM-12,99999,10156.00,40,1,N,50,1,"99999,9,9,N","999999,9,9,9","-0062,1","-0083,1"
1/2/2024,9:00:00,59.9666666,11.0333333,109,"KJELLER AIRPORT, NO",FM-12,99999,10163.00,40,1,N,70,1,"99999,9,9,N","999999,9,9,9","-0079,1","-0100,1"
1/2/2024,15:00:00,59.9666666,11.0333333,109,"KJELLER AIRPORT, NO",FM-12,99999,10147.00,30,1,N,60,1,"99999,9,9,N","999999,9,9,9","-0086,1","-0112,1"
1/2/2024,21:00:00,59.9666666,11.0333333,109,"KJELLER AIRPORT, NO",FM-12,99999,10125.00,40,1,N,70,1,"99999,9,9,N","999999,9,9,9","-0081,1","-0111,1"
1/3/2024,3:00:00,59.9666666,11.0333333,109,"KJELLER AIRPORT, NO",FM-12,99999,10107.00,30,1,N,50,1,"99999,9,9,N","999999,9,9,9","-0085,1","-0108,1"
1/3/2024,9:00:00,59.9666666,11.0333333,109,"KJELLER AIRPORT, NO",FM-12,99999,10105.00,20,1,N,50,1,"99999,9,9,N","999999,9,9,9","-0089,1","-0116,1"
1/3/2024,15:00:00,59.9666666,11.0333333,109,"KJELLER AIRPORT, NO",FM-12,99999,10094.00,40,1,N,50,1,"99999,9,9,N","999999,9,9,9","-0085,1","-0121,1"
1/3/2024,21:00:00,59.9666666,11.0333333,109,"KJELLER AIRPORT, NO",FM-12,99999,10103.00,30,1,N,50,1,"99999,9,9,N","999999,9,9,9","-0087,1","-0122,1"
1/4/2024,3:00:00,59.9666666,11.0333333,109,"KJELLER AIRPORT, NO",FM-12,99999,10115.00,30,1,N,40,1,"99999,9,9,N","999999,9,9,9","-0089,1","-0124,1"
1/4/2024,9:00:00,59.9666666,11.0333333,109,"KJELLER AIRPORT, NO",FM-12,99999,10135.00,20,1,N,30,1,"99999,9,9,N","999999,9,9,9","-0099,1","-0140,1"
1/4/2024,15:00:00,59.9666666,11.0333333,109,"KJELLER AIRPORT, NO",FM-12,99999,10146.00,360,1,N,30,1,"99999,9,9,N","999999,9,9,9","-0122,1","-0154,1"
1/4/2024,21:00:00,59.9666666,11.0333333,109,"KJELLER AIRPORT, NO",FM-12,99999,10170.00,999,9,C,0,5,"99999,9,9,N","999999,9,9,9","-0206,1","-0224,1"
1/5/2024,3:00:00,59.9666666,11.0333333,109,"KJELLER AIRPORT, NO",FM-12,99999,10172.00,999,9,C,0,5,"99999,9,9,N","999999,9,9,9","-0263,1","-0285,1"
1/5/2024,9:00:00,59.9666666,11.0333333,109,"KJELLER AIRPORT, NO",FM-12,99999,10186.00,999,9,C,0,5,"99999,9,9,N","999999,9,9,9","-0274,1","-0298,1"
1/5/2024,15:00:00,59.9666666,11.0333333,109,"KJELLER AIRPORT, NO",FM-12,99999,10188.00,300,1,N,10,1,"99999,9,9,N","999999,9,9,9","-0266,1","-0290,1"
1/5/2024,21:00:00,59.9666666,11.0333333,109,"KJELLER AIRPORT, NO",FM-12,99999,10206.00,999,9,C,0,5,"99999,9,9,N","999999,9,9,9","-0320,1","-0351,1"
1/6/2024,3:00:00,59.9666666,11.0333333,109,"KJELLER AIRPORT, NO",FM-12,99999,10216.00,280,1,N,10,1,"99999,9,9,N","999999,9,9,9","-0258,1","-0280,1"
1/6/2024,9:00:00,59.9666666,11.0333333,109,"KJELLER AIRPORT, NO",FM-12,99999,10249.00,280,1,N,10,1,"99999,9,9,N","999999,9,9,9","-0261,1","-0286,1"
1/6/2024,15:00:00,59.9666666,11.0333333,109,"KJELLER AIRPORT, NO",FM-12,99999,10273.00,290,1,N,10,1,"99999,9,9,N","999999,9,9,9","-0249,1","-0273,1"
1/6/2024,21:00:00,59.9666666,11.0333333,109,"KJELLER AIRPORT, NO",FM-12,99999,10309.00,999,9,C,0,5,"99999,9,9,N","999999,9,9,9","-0272,1","-0297,1"
1/7/2024,3:00:00,59.9666666,11.0333333,109,"KJELLER AIRPORT, NO",FM-12,99999,10332.00,300,1,N,10,1,"99999,9,9,N","999999,9,9,9","-0254,1","-0278,1"
1/7/2024,9:00:00,59.9666666,11.0333333,109,"KJELLER AIRPORT, NO",FM-12,99999,10359.00,999,9,C,0,5,"99999,9,9,N","999999,9,9,9","-0211,1","-0229,1"
1/7/2024,15:00:00,59.9666666,11.0333333,109,"KJELLER AIRPORT, NO",FM-12,99999,10378.00,300,1,N,10,1,"99999,9,9,N","999999,9,9,9","-0228,1","-0249,1"
1/7/2024,21:00:00,59.9666666,11.0333333,109,"KJELLER AIRPORT, NO",FM-12,99999,10408.00,999,9,C,0,5,"99999,9,9,N","999999,9,9,9","-0278,1","-0305,1"
1/8/2024,3:00:00,59.9666666,11.0333333,109,"KJELLER AIRPORT, NO",FM-12,99999,10418.00,999,9,C,0,5,"99999,9,9,N","999999,9,9,9","-0281,1","-0306,1"
1/8/2024,9:00:00,59.9666666,11.0333333,109,"KJELLER AIRPORT, NO",FM-12,99999,10422.00,999,9,C,0,5,"99999,9,9,N","999999,9,9,9","-0257,1","-0281,1"
1/8/2024,15:00:00,59.9666666,11.0333333,109,"KJELLER AIRPORT, NO",FM-12,99999,10411.00,999,9,C,0,5,"99999,9,9,N","999999,9,9,9","-0187,1","-0205,1"
1/8/2024,21:00:00,59.9666666,11.0333333,109,"KJELLER AIRPORT, NO",FM-12,99999,10412.00,999,9,C,0,5,"99999,9,9,N","999999,9,9,9","-0205,1","-0224,1"
1/9/2024,3:00:00,59.9666666,11.0333333,109,"KJELLER AIRPORT, NO",FM-12,99999,10391.00,999,9,C,0,5,"99999,9,9,N","999999,9,9,9","-0193,1","-0212,1"
1/9/2024,9:00:00,59.9666666,11.0333333,109,"KJELLER AIRPORT, NO",FM-12,99999,10382.00,999,9,C,0,5,"99999,9,9,N","999999,9,9,9","-0154,1","-0168,1"
1/9/2024,15:00:00,59.9666666,11.0333333,109,"KJELLER AIRPORT, NO",FM-12,99999,10370.00,999,9,C,0,5,"99999,9,9,N","999999,9,9,9","-0144,1","-0159,1"
1/9/2024,21:00:00,59.9666666,11.0333333,109,"KJELLER AIRPORT, NO",FM-12,99999,10368.00,999,9,C,0,5,"99999,9,9,N","999999,9,9,9","-0109,1","-0120,1"
1/10/2024,3:00:00,59.9666666,11.0333333,109,"KJELLER AIRPORT, NO",FM-12,99999,10367.00,999,9,C,0,5,"99999,9,9,N","999999,9,9,9","-0181,1","-0194,1"
1/10/2024,9:00:00,59.9666666,11.0333333,109,"KJELLER AIRPORT, NO",FM-12,99999,10350.00,999,9,C,0,5,"99999,9,9,N","999999,9,9,9","-0176,1","-0191,1"
1/10/2024,15:00:00,59.9666666,11.0333333,109,"KJELLER AIRPORT, NO",FM-12,99999,10329.00,999,9,C,0,5,"99999,9,9,N","999999,9,9,9","-0155,1","-0169,1"
1/10/2024,21:00:00,59.9666666,11.0333333,109,"KJELLER AIRPORT, NO",FM-12,99999,10318.00,999,9,C,0,5,"99999,9,9,N","999999,9,9,9","-0106,1","-0116,1"
1/11/2024,3:00:00,59.9666666,11.0333333,109,"KJELLER AIRPORT, NO",FM-12,99999,10304.00,999,9,C,0,5,"99999,9,9,N","999999,9,9,9","-0064,1","-0073,1"
1/11/2024,9:00:00,59.9666666,11.0333333,109,"KJELLER AIRPORT, NO",FM-12,99999,10305.00,220,1,N,20,1,"99999,9,9,N","999999,9,9,9","-0018,1","-0021,1"
1/11/2024,15:00:00,59.9666666,11.0333333,109,"KJELLER AIRPORT, NO",FM-12,99999,10315.00,320,1,N,10,1,"99999,9,9,N","999999,9,9,9","-0034,1","-0042,1"
1/11/2024,21:00:00,59.9666666,11.0333333,109,"KJELLER AIRPORT, NO",FM-12,99999,10312.00,310,1,N,10,1,"99999,9,9,N","999999,9,9,9","-0099,1","-0107,1"
1/12/2024,3:00:00,59.9666666,11.0333333,109,"KJELLER AIRPORT, NO",FM-12,99999,10275.00,20,1,N,10,1,"99999,9,9,N","999999,9,9,9","-0128,1","-0136,1"
1/12/2024,9:00:00,59.9666666,11.0333333,109,"KJELLER AIRPORT, NO",FM-12,99999,10239.00,130,1,N,10,1,"99999,9,9,N","999999,9,9,9","-0100,1","-0106,1"
1/12/2024,15:00:00,59.9666666,11.0333333,109,"KJELLER AIRPORT, NO",FM-12,99999,10213.00,999,9,C,0,5,"99999,9,9,N","999999,9,9,9","-0080,1","-0084,1"
1/12/2024,21:00:00,59.9666666,11.0333333,109,"KJELLER AIRPORT, NO",FM-12,99999,10168.00,999,9,C,0,5,"99999,9,9,N","999999,9,9,9","-0130,1","-0141,1"
1/13/2024,3:00:00,59.9666666,11.0333333,109,"KJELLER AIRPORT, NO",FM-12,99999,10066.00,180,1,N,10,1,"99999,9,9,N","999999,9,9,9","-0063,1","-0063,1"
1/13/2024,9:00:00,59.9666666,11.0333333,109,"KJELLER AIRPORT, NO",FM-12,99999,9995.00,999,9,C,0,5,"99999,9,9,N","999999,9,9,9","-0047,1","-0047,1"
1/13/2024,15:00:00,59.9666666,11.0333333,109,"KJELLER AIRPORT, NO",FM-12,99999,9980.00,999,9,C,0,5,"99999,9,9,N","999999,9,9,9","-0064,1","-0067,1"
1/13/2024,21:00:00,59.9666666,11.0333333,109,"KJELLER AIRPORT, NO",FM-12,99999,9976.00,150,1,N,10,1,"99999,9,9,N","999999,9,9,9","-0070,1","-0075,1"
1/14/2024,3:00:00,59.9666666,11.0333333,109,"KJELLER AIRPORT, NO",FM-12,99999,9968.00,130,1,N,10,1,"99999,9,9,N","999999,9,9,9","-0104,1","-0114,1"
1/14/2024,9:00:00,59.9666666,11.0333333,109,"KJELLER AIRPORT, NO",FM-12,99999,9926.00,999,9,C,0,5,"99999,9,9,N","999999,9,9,9","-0078,1","-0083,1"
1/14/2024,15:00:00,59.9666666,11.0333333,109,"KJELLER AIRPORT, NO",FM-12,99999,9863.00,240,1,N,10,1,"99999,9,9,N","999999,9,9,9","-0037,1","-0046,1"
1/14/2024,21:00:00,59.9666666,11.0333333,109,"KJELLER AIRPORT, NO",FM-12,99999,9866.00,10,1,N,70,1,"99999,9,9,N","999999,9,9,9","-0031,1","-0037,1"
1/15/2024,3:00:00,59.9666666,11.0333333,109,"KJELLER AIRPORT, NO",FM-12,99999,9904.00,20,1,N,50,1,"99999,9,9,N","999999,9,9,9","-0071,1","-0109,1"
1/15/2024,9:00:00,59.9666666,11.0333333,109,"KJELLER AIRPORT, NO",FM-12,99999,9953.00,999,9,C,0,5,"99999,9,9,N","999999,9,9,9","-0186,1","-0203,1"
1/15/2024,15:00:00,59.9666666,11.0333333,109,"KJELLER AIRPORT, NO",FM-12,99999,9971.00,999,9,C,0,5,"99999,9,9,N","999999,9,9,9","-0169,1","-0184,1"
1/15/2024,21:00:00,59.9666666,11.0333333,109,"KJELLER AIRPORT, NO",FM-12,99999,10015.00,999,9,C,0,5,"99999,9,9,N","999999,9,9,9","-0244,1","-0264,1"
1/16/2024,3:00:00,59.9666666,11.0333333,109,"KJELLER AIRPORT, NO",FM-12,99999,10030.00,999,9,C,0,5,"99999,9,9,N","999999,9,9,9","-0274,1","-0298,1"
1/16/2024,9:00:00,59.9666666,11.0333333,109,"KJELLER AIRPORT, NO",FM-12,99999,10022.00,999,9,C,0,5,"99999,9,9,N","999999,9,9,9","-0236,1","-0257,1"
1/16/2024,15:00:00,59.9666666,11.0333333,109,"KJELLER AIRPORT, NO",FM-12,99999,9983.00,999,9,C,0,5,"99999,9,9,N","999999,9,9,9","-0173,1","-0188,1"
1/16/2024,21:00:00,59.9666666,11.0333333,109,"KJELLER AIRPORT, NO",FM-12,99999,9915.00,999,9,C,0,5,"99999,9,9,N","999999,9,9,9","-0142,1","-0154,1"
1/17/2024,3:00:00,59.9666666,11.0333333,109,"KJELLER AIRPORT, NO",FM-12,99999,9881.00,70,1,N,10,1,"99999,9,9,N","999999,9,9,9","-0126,1","-0139,1"
1/17/2024,9:00:00,59.9666666,11.0333333,109,"KJELLER AIRPORT, NO",FM-12,99999,9766.00,10,1,N,80,1,"99999,9,9,N","999999,9,9,9","-0084,1","-0090,1"
1/17/2024,15:00:00,59.9666666,11.0333333,109,"KJELLER AIRPORT, NO",FM-12,99999,9769.00,320,1,N,30,1,"99999,9,9,N","999999,9,9,9","-0066,1","-0072,1"
1/17/2024,21:00:00,59.9666666,11.0333333,109,"KJELLER AIRPORT, NO",FM-12,99999,9815.00,230,1,N,10,1,"99999,9,9,N","999999,9,9,9","-0076,1","-0092,1"
1/18/2024,3:00:00,59.9666666,11.0333333,109,"KJELLER AIRPORT, NO",FM-12,99999,9855.00,999,9,C,0,5,"99999,9,9,N","999999,9,9,9","-0167,1","-0186,1"
1/18/2024,9:00:00,59.9666666,11.0333333,109,"KJELLER AIRPORT, NO",FM-12,99999,9881.00,999,9,C,0,5,"99999,9,9,N","999999,9,9,9","-0193,1","-0210,1"
1/18/2024,15:00:00,59.9666666,11.0333333,109,"KJELLER AIRPORT, NO",FM-12,99999,9903.00,999,9,C,0,5,"99999,9,9,N","999999,9,9,9","-0184,1","-0197,1"
1/18/2024,21:00:00,59.9666666,11.0333333,109,"KJELLER AIRPORT, NO",FM-12,99999,9925.00,999,9,C,0,5,"99999,9,9,N","999999,9,9,9","-0236,1","-0255,1"
1/19/2024,3:00:00,59.9666666,11.0333333,109,"KJELLER AIRPORT, NO",FM-12,99999,9953.00,999,9,C,0,5,"99999,9,9,N","999999,9,9,9","-0245,1","-0264,1"
1/19/2024,9:00:00,59.9666666,11.0333333,109,"KJELLER AIRPORT, NO",FM-12,99999,9978.00,999,9,C,0,5,"99999,9,9,N","999999,9,9,9","-0230,1","-0249,1"
1/19/2024,15:00:00,59.9666666,11.0333333,109,"KJELLER AIRPORT, NO",FM-12,99999,10004.00,999,9,C,0,5,"99999,9,9,N","999999,9,9,9","-0214,1","-0235,1"
1/19/2024,21:00:00,59.9666666,11.0333333,109,"KJELLER AIRPORT, NO",FM-12,99999,10062.00,999,9,C,0,5,"99999,9,9,N","999999,9,9,9","-0246,1","-0268,1"
1/20/2024,3:00:00,59.9666666,11.0333333,109,"KJELLER AIRPORT, NO",FM-12,99999,10108.00,310,1,N,10,1,"99999,9,9,N","999999,9,9,9","-0272,1","-0298,1"
1/20/2024,9:00:00,59.9666666,11.0333333,109,"KJELLER AIRPORT, NO",FM-12,99999,10174.00,999,9,C,0,5,"99999,9,9,N","999999,9,9,9","-0272,1","-0297,1"
1/20/2024,15:00:00,59.9666666,11.0333333,109,"KJELLER AIRPORT, NO",FM-12,99999,10190.00,999,9,C,0,5,"99999,9,9,N","999999,9,9,9","-0183,1","-0201,1"
1/20/2024,21:00:00,59.9666666,11.0333333,109,"KJELLER AIRPORT, NO",FM-12,99999,10168.00,999,9,C,0,5,"99999,9,9,N","999999,9,9,9","-0151,1","-0165,1"
1/21/2024,3:00:00,59.9666666,11.0333333,109,"KJELLER AIRPORT, NO",FM-12,99999,10130.00,999,9,C,0,5,"99999,9,9,N","999999,9,9,9","-0121,1","-0131,1"
1/21/2024,9:00:00,59.9666666,11.0333333,109,"KJELLER AIRPORT, NO",FM-12,99999,10070.00,999,9,C,0,5,"99999,9,9,N","999999,9,9,9","-0087,1","-0093,1"
1/21/2024,15:00:00,59.9666666,11.0333333,109,"KJELLER AIRPORT, NO",FM-12,99999,10015.00,190,1,N,20,1,"99999,9,9,N","999999,9,9,9","+0008,1","+0003,1"
1/21/2024,21:00:00,59.9666666,11.0333333,109,"KJELLER AIRPORT, NO",FM-12,99999,9987.00,120,1,N,30,1,"99999,9,9,N","999999,9,9,9","+0013,1","+0013,1"
1/22/2024,3:00:00,59.9666666,11.0333333,109,"KJELLER AIRPORT, NO",FM-12,99999,9829.00,150,1,N,60,1,"99999,9,9,N","999999,9,9,9","+0030,1","+0022,1"
1/22/2024,9:00:00,59.9666666,11.0333333,109,"KJELLER AIRPORT, NO",FM-12,99999,9714.00,200,1,N,70,1,"99999,9,9,N","999999,9,9,9","+0062,1","+0050,1"
1/22/2024,15:00:00,59.9666666,11.0333333,109,"KJELLER AIRPORT, NO",FM-12,99999,9731.00,220,1,N,60,1,"99999,9,9,N","999999,9,9,9","+0073,1","+0014,1"
1/22/2024,21:00:00,59.9666666,11.0333333,109,"KJELLER AIRPORT, NO",FM-12,99999,9799.00,210,1,N,50,1,"99999,9,9,N","999999,9,9,9","+0037,1","-0004,1"
1/23/2024,3:00:00,59.9666666,11.0333333,109,"KJELLER AIRPORT, NO",FM-12,99999,9823.00,220,1,N,50,1,"99999,9,9,N","999999,9,9,9","+0048,1","-0002,1"
1/23/2024,9:00:00,59.9666666,11.0333333,109,"KJELLER AIRPORT, NO",FM-12,99999,9934.00,270,1,N,50,1,"99999,9,9,N","999999,9,9,9","+0072,1","-0027,1"
1/23/2024,15:00:00,59.9666666,11.0333333,109,"KJELLER AIRPORT, NO",FM-12,99999,10031.00,999,9,C,0,5,"99999,9,9,N","999999,9,9,9","+0027,1","-0036,1"
1/23/2024,21:00:00,59.9666666,11.0333333,109,"KJELLER AIRPORT, NO",FM-12,99999,9986.00,130,1,N,30,1,"99999,9,9,N","999999,9,9,9","+0011,1","-0022,1"
1/24/2024,3:00:00,59.9666666,11.0333333,109,"KJELLER AIRPORT, NO",FM-12,99999,9865.00,999,9,C,0,5,"99999,9,9,N","999999,9,9,9","+0006,1","+0006,1"
1/24/2024,9:00:00,59.9666666,11.0333333,109,"KJELLER AIRPORT, NO",FM-12,99999,9830.00,330,1,N,10,1,"99999,9,9,N","999999,9,9,9","+0009,1","+0009,1"
1/24/2024,15:00:00,59.9666666,11.0333333,109,"KJELLER AIRPORT, NO",FM-12,99999,9887.00,999,9,C,0,5,"99999,9,9,N","999999,9,9,9","+0012,1","+0007,1"
1/24/2024,21:00:00,59.9666666,11.0333333,109,"KJELLER AIRPORT, NO",FM-12,99999,9975.00,999,9,C,0,5,"99999,9,9,N","999999,9,9,9","-0012,1","-0012,1"
1/25/2024,3:00:00,59.9666666,11.0333333,109,"KJELLER AIRPORT, NO",FM-12,99999,10084.00,999,9,C,0,5,"99999,9,9,N","999999,9,9,9","-0031,1","-0031,1"
1/25/2024,8:00:00,59.9666666,11.0333333,109,"KJELLER AIRPORT, NO",FM-12,99999,10158.00,330,1,N,4,1,"99999,9,9,9","999999,9,9,9","-0055,1","-0057,1"
1/25/2024,9:00:00,59.9666666,11.0333333,109,"KJELLER AIRPORT, NO",FM-12,99999,10167.00,999,9,C,0,5,"99999,9,9,N","999999,9,9,9","-0046,1","-0048,1"
1/25/2024,15:00:00,59.9666666,11.0333333,109,"KJELLER AIRPORT, NO",FM-12,99999,10193.00,999,9,C,0,5,"99999,9,9,N","999999,9,9,9","-0019,1","-0026,1"
1/25/2024,21:00:00,59.9666666,11.0333333,109,"KJELLER AIRPORT, NO",FM-12,99999,10205.00,999,9,C,0,5,"99999,9,9,N","999999,9,9,9","-0094,1","-0099,1"
